City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,humberto de campos,-43.4611,-2.5983,25.08,89,26,2.1,BR,1683506259
362,oeiras,-42.1311,-7.0253,26.35,49,100,3.19,BR,1683506259
363,gaigeturi,126.3183,33.4644,16.03,63,0,4.63,KR,1683506259
364,porto novo,2.6036,6.4965,28.9,81,72,2.5,BJ,1683506260
365,worland,-107.9554,44.0169,17.16,31,0,2.06,US,1683506260
366,thinadhoo,72.9333,0.5333,28.26,75,74,6.98,MV,1683506260
367,port lincoln,135.8667,-34.7333,14.1,61,100,3.22,AU,1683506260
368,bereznik,42.7072,62.8551,-2.66,98,25,1.93,RU,1683506260
369,polyarnyy,33.4478,69.1989,0.89,89,100,5.71,RU,1683506260
370,leninskoye,69.3864,41.7589,10.76,68,0,2.16,KZ,1683506261
371,shamkhor,46.0189,40.8297,15.2,90,57,2.35,AZ,1683506261
372,cockburn town,-71.1419,21.4612,26.09,77,21,9.1,TC,1683506261
373,callao,-77.15,-12.0667,23.73,78,75,6.17,PE,1683506009
374,wetaskiwin,-113.3687,52.9668,16.71,73,100,4.12,CA,1683506261
375,kaeng khoi,100.9976,14.5862,34.5,59,12,4.62,TH,1683506261
376,magadan,150.8,59.5667,1.76,84,39,2.6,RU,1683506262
377,sassandra,-6.0833,4.95,26.36,81,100,1.25,CI,1683506262
378,betio village,172.9211,1.358,32.02,79,70,5.43,KI,1683506262
379,mukdahan,104.5,16.5833,27.81,73,100,1.76,TH,1683506262
380,tuburan,122.2736,6.6439,30.05,71,43,2.92,PH,1683506262
381,warrnambool,142.4833,-38.3833,12.96,62,84,7.24,AU,1683506263
382,verkhovazh'ye,42.0465,60.7472,-2.75,96,24,2.01,RU,1683506263
383,ta`u,-169.5144,-14.2336,27.81,74,41,4.98,AS,1683506263
384,island harbour,-1.2758,50.724,11.66,94,100,0.89,GB,1683506263
385,koungou,45.2042,-12.7336,26.84,78,20,4.63,YT,1683506263
386,figuig (centre),-1.2286,32.1089,20.72,36,0,4.49,MA,1683506263
387,vila velha,-40.2925,-20.3297,23.86,91,20,1.03,BR,1683506264
388,filey,-0.2892,54.21,11.69,91,100,3.6,GB,1683506264
389,torrington,-73.1212,41.8007,19.99,61,100,2.47,US,1683506249
390,kayangel,134.7173,8.0823,28.56,72,72,4.47,PW,1683506264
391,erenhot,111.9767,43.6475,15.05,19,100,2.18,CN,1683506264
392,nuku'alofa,-175.2,-21.1333,27.19,89,75,2.57,TO,1683506264
393,sao joao da barra,-41.0511,-21.6403,22.05,85,5,1.41,BR,1683506264
394,ishim,69.4902,56.1128,8.17,58,15,6.03,RU,1683506265
395,ylitornio,23.6773,66.3089,-3.48,98,100,0.71,FI,1683506265
396,ciudad lazaro cardenas,-102.2,17.9583,28.24,67,4,3.58,MX,1683506196
397,'ain el turk,-0.7693,35.7438,18.38,82,20,1.03,DZ,1683506265
398,monrovia,-10.7969,6.3005,24.87,81,32,2.52,LR,1683506265
399,drahichyn,25.1597,52.1874,1.22,86,6,2.35,BY,1683506265
400,kosh-agach,88.6667,50.0,4.54,52,100,0.94,RU,1683506126
401,kulhudhuffushi,73.07,6.6221,29.01,74,41,6.09,MV,1683506265
402,olyokminsk,120.4264,60.3736,1.64,51,56,3.85,RU,1683506266
403,sakleshpur,75.7833,12.9667,19.09,94,100,0.73,IN,1683506266
404,kudahuvadhoo,72.8944,2.6708,28.31,75,100,6.76,MV,1683506266
405,luanshya,28.4166,-13.1367,11.32,73,0,2.13,ZM,1683506266
406,vredendal,18.5012,-31.6683,12.67,88,6,1.48,ZA,1683506267
407,beau vallon,57.6953,-20.4189,25.68,83,75,6.17,MU,1683506267
408,maragogi,-35.2225,-9.0122,25.14,78,16,2.22,BR,1683506267
409,codajas,-62.0569,-3.8367,23.96,98,97,0.71,BR,1683506267
410,thai binh,106.3333,20.45,25.82,88,100,5.39,VN,1683506267
411,pariaman,100.12,-0.619,24.03,90,99,2.46,ID,1683506268
412,nsanje,35.262,-16.92,17.18,96,0,1.11,MW,1683506268
413,belmonte,-38.8828,-15.8631,24.42,84,10,4.83,BR,1683506268
414,mount pearl,-52.7813,47.5166,5.19,70,75,7.2,CA,1683506122
415,saint helier,-2.1049,49.188,11.36,47,93,1.54,JE,1683506268
416,sirjan,55.6814,29.452,18.32,18,0,2.14,IR,1683506268
417,prince rupert,-130.3201,54.3161,11.05,72,100,2.06,CA,1683506268
418,severo-yeniseyskiy,93.0408,60.3725,10.16,76,89,3.69,RU,1683506269
419,coronel dorrego,-61.2873,-38.7187,11.67,93,0,1.85,AR,1683506269
420,rawai,98.3253,7.7797,29.99,99,100,1.89,TH,1683506269
421,bamnet narong,101.6897,15.4992,31.69,56,100,3.51,TH,1683506269
422,nyala,24.8833,12.05,25.21,63,100,5.94,SD,1683506269
423,north shore,174.75,-36.8,21.33,82,99,6.26,NZ,1683506122
424,pionerskiy,20.2275,54.9508,5.42,59,16,4.37,RU,1683506269
425,calipatria,-115.5142,33.1256,32.27,21,2,2.7,US,1683506269
426,rajanpur,70.325,29.1035,24.19,45,0,7.52,PK,1683506270
427,flying fish cove,105.6791,-10.4217,26.82,89,40,4.12,CX,1683506270
428,tomatlan,-105.25,19.9333,28.92,56,1,2.74,MX,1683506263
429,nova sintra,-24.7167,14.8667,20.33,81,0,8.63,CV,1683506270
430,yelizovo,158.3805,53.1873,10.08,43,75,3.0,RU,1683506270
431,kalevala,31.1667,65.2,0.72,96,100,3.2,RU,1683506270
432,bodo,14.405,67.28,7.02,93,75,8.75,NO,1683506270
433,bodaybo,114.1933,57.8506,3.52,81,100,1.67,RU,1683506271
434,kourou,-52.6478,5.1552,25.03,94,100,3.6,GF,1683505976
435,puerto rosario,-57.0833,-24.45,18.97,99,100,1.74,PY,1683506271
436,merizo village,144.6691,13.2658,30.32,87,11,4.41,GU,1683506271
437,atliaca,-99.3667,17.65,25.41,54,58,3.54,MX,1683506271
438,lhokseumawe,97.1507,5.1801,26.43,84,44,2.71,ID,1683506271
439,nyazepetrovsk,59.6028,56.0531,-1.2,80,47,3.67,RU,1683506271
440,ulladulla,150.4667,-35.35,13.2,55,100,10.18,AU,1683506272
441,talcahuano,-73.1167,-36.7167,11.82,94,0,2.06,CL,1683506115
442,pelabuhanratu,106.5514,-6.9875,26.24,86,100,0.99,ID,1683506272
443,babolsar,52.6576,36.7025,18.72,69,0,2.71,IR,1683506272
444,ganserndorf,16.7202,48.3392,9.38,69,100,4.32,AT,1683506272
445,tutoia,-42.2744,-2.7619,26.33,87,12,3.69,BR,1683506272
446,shahrisabz,66.8342,39.0578,12.31,52,0,2.38,UZ,1683506272
447,tyukhtet,89.3011,56.5389,16.22,43,100,2.73,RU,1683506273
448,paoua,16.4406,7.2427,21.22,77,100,1.44,CF,1683506273
449,kaoma,24.8,-14.7833,12.84,59,0,2.61,ZM,1683506273
450,carinhanha,-43.765,-14.3047,23.3,48,0,1.87,BR,1683506273
451,petauke,31.3253,-14.2426,13.82,74,0,2.24,ZM,1683506273
452,sabang,95.3214,5.8933,27.4,81,95,6.32,ID,1683506273
453,la passe,-0.8967,45.5549,14.43,92,98,3.12,FR,1683506273
454,saki,3.3833,8.6667,22.82,89,97,3.05,NG,1683506273
455,gudul,32.2455,40.2105,11.67,82,20,2.18,TR,1683506274
456,kem',34.5793,64.9555,-1.3,98,85,3.01,RU,1683506274
457,farasan,42.1183,16.7022,29.84,72,92,3.15,SA,1683506274
458,chimore,-65.1333,-16.9833,21.51,96,100,0.44,BO,1683506274
459,pokhara,83.9833,28.2333,23.09,38,0,2.05,NP,1683506274
460,nishinoomote,131.0,30.7333,17.31,100,75,2.57,JP,1683506274
461,chulym,80.9572,55.0997,16.98,43,0,2.88,RU,1683506275
462,roosevelt,-103.4505,33.9668,30.12,8,0,6.0,US,1683506275
463,dunedin,170.5036,-45.8742,16.71,80,74,1.34,NZ,1683506243
464,bang saphan,99.5117,11.2126,30.54,67,25,2.86,TH,1683506275
465,machico,-16.7667,32.7,21.51,70,20,6.69,PT,1683506275
466,labuan,115.2417,5.2767,25.2,94,40,1.03,MY,1683506275
467,broome,-75.833,42.2506,14.92,94,100,3.09,US,1683506275
468,al fuwayliq,43.2534,26.4432,25.0,15,85,1.62,SA,1683506275
469,maksatikha,35.8825,57.797,-2.02,85,12,1.96,RU,1683506276
470,ironwood,-90.171,46.4547,15.19,88,20,6.17,US,1683506276
471,horta,-28.6333,38.5333,17.79,98,100,5.36,PT,1683506276
472,muhos,25.9931,64.808,3.88,93,100,2.53,FI,1683506276
473,wamba,8.6,8.9333,25.32,69,98,0.42,NG,1683506276
474,scarborough,-0.4044,54.2797,11.62,90,100,3.14,GB,1683506276
475,tarauaca,-70.7656,-8.1614,22.59,99,100,0.53,BR,1683506276
476,rasht,49.5832,37.2808,15.69,86,100,0.55,IR,1683506276
477,puning,116.1687,23.3107,22.65,83,100,2.11,CN,1683506277
478,saipan,145.701,15.1355,29.39,100,20,6.17,MP,1683506277
479,byala slatina,23.9333,43.4667,12.96,77,100,1.8,BG,1683506277
480,paranapanema,-48.7228,-23.3886,19.33,90,51,1.24,BR,1683506277
481,chachersk,30.9179,52.9164,2.95,71,31,2.98,BY,1683506277
482,stephenville,-98.2023,32.2207,27.07,54,0,2.57,US,1683506250
483,oamaru,170.9801,-45.0784,14.65,88,100,2.74,NZ,1683506277
484,greenville,-77.3663,35.6127,25.09,55,40,3.09,US,1683506278
485,penzance,-5.5371,50.1186,13.38,94,100,8.42,GB,1683506278
486,jinghong,100.7341,21.991,31.67,38,12,0.46,CN,1683506278
487,haiku-pauwela,-156.3051,20.9219,27.01,59,40,11.32,US,1683506278
488,nacala,40.6728,-14.5428,19.73,93,0,3.03,MZ,1683506278
489,hillsboro,-122.9898,45.5229,18.88,49,40,2.68,US,1683506019
490,tallinn,24.7535,59.437,2.19,63,0,0.0,EE,1683505805
491,wajir,40.0573,1.7471,25.23,74,100,5.17,KE,1683506278
492,constitucion,-72.4167,-35.3333,12.77,78,0,3.23,CL,1683506156
493,slave lake,-114.769,55.2834,7.99,93,100,4.12,CA,1683505991
494,micheweni,39.8333,-4.9667,25.35,84,98,5.18,TZ,1683506279
495,marsh harbour,-77.0636,26.5412,22.63,62,0,8.66,BS,1683506123
496,bashmakovo,43.0342,53.2133,-0.08,64,5,2.81,RU,1683506279
497,kidal,1.4078,18.4411,33.91,16,71,2.27,ML,1683506279
498,ad dabbah,30.95,18.05,26.45,19,21,5.92,SD,1683506279
499,san juan,-68.5364,-31.5375,18.64,33,12,3.99,AR,1683505996
500,jumla,82.1838,29.2747,10.37,65,42,1.13,NP,1683505983
501,paka,103.4368,4.6374,26.96,83,20,1.54,MY,1683506280
502,singkil,111.4161,-7.9855,26.9,77,83,1.78,ID,1683506280
503,chulakkurgan,69.1814,43.765,14.46,28,7,2.54,KZ,1683506280
504,barra do corda,-45.25,-5.5,23.74,83,98,0.57,BR,1683506280
505,kuanda,116.0806,56.3161,4.06,51,96,2.77,RU,1683506280
506,nieuw amsterdam,-55.0833,5.8833,25.57,93,20,1.03,SR,1683506280
507,winnemucca,-117.7357,40.973,13.03,38,75,6.17,US,1683506281
508,mount isa,139.5,-20.7333,16.87,29,1,6.69,AU,1683506281
509,usogorsk,48.6872,63.4106,-4.42,82,18,3.1,RU,1683506277
510,yantzaza,-78.7594,-3.8278,20.28,99,86,0.22,EC,1683506281
511,revda,59.9303,56.801,-1.07,78,34,4.84,RU,1683506281
512,qacha's nek,28.6894,-30.1154,8.6,91,100,0.86,LS,1683506281
513,ryotsu-minato,138.4333,38.0833,10.92,88,100,4.78,JP,1683506282
514,luga,29.8453,58.7372,-0.36,70,96,1.39,RU,1683506282
515,sabha,14.4283,27.0377,24.33,16,100,4.42,LY,1683506282
516,qarqaraly,75.4742,49.4058,13.58,33,0,0.75,KZ,1683506282
517,howard springs,131.047,-12.497,27.68,50,38,6.72,AU,1683506282
518,juuka,29.25,63.2333,2.43,83,93,3.47,FI,1683506282
519,ijui,-53.9147,-28.3878,18.3,95,100,2.19,BR,1683506282
520,souillac,57.5167,-20.5167,25.21,83,75,6.17,MU,1683506283
521,praia da vitoria,-27.0667,38.7333,19.14,94,75,6.21,PT,1683506283
522,mount pleasant,-79.8626,32.7941,22.25,76,0,4.63,US,1683506283
523,ambad,75.8,19.6167,26.91,56,18,2.66,IN,1683506283
524,san matias,-58.4,-16.3667,25.83,76,100,1.26,BO,1683506283
525,shrirangapattana,76.7042,12.4136,21.88,89,100,1.43,IN,1683506283
526,kitimat,-128.6534,54.0524,14.95,51,100,1.72,CA,1683506284
527,labytnangi,66.4183,66.6572,-5.99,93,100,7.35,RU,1683506284
528,buka,69.1986,40.8108,13.96,60,6,1.4,UZ,1683506284
529,gorele,39.0031,41.0308,12.73,95,100,4.27,TR,1683506284
530,pikalevo,34.1664,59.5183,-2.38,89,16,2.01,RU,1683506284
531,sinop,34.8709,41.7711,9.75,96,100,1.75,TR,1683506285
532,balnearia,-62.6673,-31.0088,16.68,72,0,1.59,AR,1683506285
533,rosarito,-117.0333,32.3333,19.81,70,0,5.56,MX,1683506064
534,oxford,-1.256,51.7522,11.38,94,100,2.04,GB,1683505999
535,wakkanai,141.6739,45.4094,11.99,47,0,1.03,JP,1683506285
536,bukoba,31.8122,-1.3317,18.71,86,86,1.76,TZ,1683506285
537,keetmanshoop,18.1333,-26.5833,14.51,30,0,0.0,NA,1683506285
538,laguna,-121.4238,38.421,21.92,47,0,5.14,US,1683506285
539,viedma,-62.9967,-40.8135,13.87,71,100,6.45,AR,1683506286
540,nezhinka,55.3694,51.7676,6.09,56,40,6.0,RU,1683506286
541,ixtapa,-105.2,20.7,27.9,78,0,6.17,MX,1683506286
542,buala,159.5921,-8.145,29.41,74,49,2.05,SB,1683506286
543,wilmington,-77.9447,34.2257,21.67,69,100,2.24,US,1683506286
544,iwaki,140.8833,37.05,10.63,92,100,1.34,JP,1683506287
545,midvagur,-7.1939,62.0511,8.46,100,75,5.66,FO,1683506287
546,tocopilla,-70.1979,-22.092,20.2,66,7,2.87,CL,1683506287
547,ivolginsk,107.2837,51.7492,7.81,49,9,1.0,RU,1683506287
548,isla vista,-119.861,34.4133,20.55,67,20,3.6,US,1683506287
549,huayacocotla,-98.4833,20.55,17.88,75,33,1.78,MX,1683506288
550,plettenberg bay,23.3716,-34.0527,14.84,83,0,2.66,ZA,1683506288
551,khash,61.2158,28.2211,19.59,13,0,3.05,IR,1683506288
552,zag,99.165,46.9441,1.49,95,100,2.51,MN,1683506288
553,tozkhurmato,44.6299,34.8905,21.92,29,47,4.47,IQ,1683506288
554,siwa oasis,25.5195,29.2041,19.1,52,0,3.03,EG,1683506289
